Time (uS) - Plot 0,Amplitude - Plot 0
39600,-6.06E+05
39633,-1.04E+05
39667,4.29E+05
39700,9.68E+05
39733,1.00E+06
39767,2.00E+06
39800,2.00E+06
39833,3.00E+06
39867,3.00E+06
39900,3.00E+06
39933,3.00E+06
39967,3.00E+06
40000,3.00E+06
40033,3.00E+06
40067,3.00E+06
40100,2.00E+06
40133,2.00E+06
40167,2.00E+06
40200,1.00E+06
40233,7.98E+05
40267,3.15E+05
40300,-1.09E+05
40333,-4.95E+05
40367,-9.70E+05
40400,-1.00E+06
40433,-2.00E+06
40467,-2.00E+06
40500,-2.00E+06
40533,-2.00E+06
40567,-2.00E+06
40600,-2.00E+06
40633,-2.00E+06
40667,-2.00E+06
40700,-2.00E+06
40733,-2.00E+06
40767,-2.00E+06
40800,-2.00E+06
40833,-1.00E+06
40867,-8.99E+05
40900,-6.03E+05
40933,-2.23E+05
40967,1.16E+05
41000,4.74E+05
41033,7.74E+05
41067,1.00E+06
41100,1.00E+06
41133,1.00E+06
41167,2.00E+06
41200,2.00E+06
41233,2.00E+06
41267,2.00E+06
41300,8.00E+07
41333,-1.58E+05
41367,-1.00E+06
41400,-1.00E+06
41433,-1.00E+06
41467,-1.00E+06
41500,-9.58E+05
41533,-7.65E+05
41567,-5.36E+05
41600,-2.90E+05
41633,-1.70E+04
41667,2.02E+05
41700,4.98E+05
41733,8.04E+05
41767,1.00E+06
41800,1.00E+06
41833,1.00E+06
41867,2.00E+06
41900,2.00E+06
41933,2.00E+06
41967,2.00E+06
42000,2.00E+06
42033,2.00E+06
42067,2.00E+06
42100,2.00E+06
42133,2.00E+06
42167,1.00E+06
42200,1.00E+06
42233,8.42E+05
42267,5.61E+05
42300,2.21E+05
42333,-1.01E+05
42367,-4.02E+05
42400,-7.02E+05
42433,-1.00E+06
42467,-1.00E+06
42500,-2.00E+06
42533,-2.00E+06
42567,-2.00E+06
42600,-2.00E+06
42633,-2.00E+06
42667,-2.00E+06
42700,-2.00E+06
42733,-2.00E+06
42767,-2.00E+06
42800,-2.00E+06
42833,-2.00E+06
42867,-1.00E+06
42900,-1.00E+06
42933,-7.50E+05
42967,-3.37E+05
43000,8.60E+04
43033,5.22E+05
43067,9.25E+05
43100,1.00E+06
43133,2.00E+06
43167,2.00E+06
43200,2.00E+06
43233,3.00E+06
43267,3.00E+06
43300,3.00E+06
43333,3.00E+06
43367,3.00E+06
43400,3.00E+06
43433,3.00E+06
43467,2.00E+06
43500,2.00E+06
43533,2.00E+06
43567,1.00E+06
43600,8.12E+05
43633,2.91E+05
43667,-2.01E+05
43700,-7.14E+05
43733,-1.00E+06
43767,-2.00E+06
43800,-2.00E+06
43833,-3.00E+06
43867,-3.00E+06
43900,-3.00E+06
43933,-4.00E+06
43967,-4.00E+06
44000,-4.00E+06
44033,-4.00E+06
44067,-4.00E+06
44100,-3.00E+06
44133,-3.00E+06
44167,-3.00E+06
44200,-2.00E+06
44233,-2.00E+06
44267,-1.00E+06
44300,-3.93E+05
44333,1.89E+05
44367,8.39E+05
44400,1.00E+06
44433,2.00E+06
44467,3.00E+06
44500,3.00E+06
44533,4.00E+06
44567,4.00E+06
44600,4.00E+06
44633,4.00E+06
44667,4.00E+06
44700,4.00E+06
44733,4.00E+06
44767,4.00E+06
44800,3.00E+06
44833,3.00E+06
44867,3.00E+06
44900,2.00E+06
44933,1.00E+06
44967,6.66E+05
45000,-9.70E+04
45033,-7.54E+05
45067,-1.00E+06
45100,-2.00E+06
45133,-3.00E+06
45167,-3.00E+06
45200,-4.00E+06
45233,-4.00E+06
45267,-4.00E+06
45300,-4.00E+06
45333,-4.00E+06
45367,-4.00E+06
45400,-4.00E+06
45433,-4.00E+06
45467,-4.00E+06
45500,-3.00E+06
45533,-3.00E+06
45567,-2.00E+06
45600,-1.00E+06
45633,-6.94E+05
45667,4.00E+03
45700,6.39E+05
45733,1.00E+06
45767,2.00E+06
45800,2.00E+06
45833,3.00E+06
45867,3.00E+06
45900,4.00E+06
45933,4.00E+06
45967,4.00E+06
46000,4.00E+06
46033,4.00E+06
46067,4.00E+06
46100,3.00E+06
46133,3.00E+06
46167,3.00E+06
46200,2.00E+06
46233,2.00E+06
46267,1.00E+06
46300,4.07E+05
46333,-1.59E+05
46367,-7.70E+05
46400,-1.00E+06
46433,-2.00E+06
46467,-2.00E+06
46500,-3.00E+06
46533,-3.00E+06
46567,-3.00E+06
46600,-3.00E+06
46633,-3.00E+06
46667,-3.00E+06
46700,-3.00E+06
46733,-3.00E+06
46767,-3.00E+06
46800,-2.00E+06
46833,-2.00E+06
46867,-1.00E+06
46900,-1.00E+06
46933,-5.39E+05
46967,-4.06E+02
47000,4.76E+05
47033,9.74E+05
47067,1.00E+06
47100,2.00E+06
47133,2.00E+06
47167,2.00E+06
47200,3.00E+06
47233,3.00E+06
47267,3.00E+06
47300,3.00E+06
47333,3.00E+06
47367,3.00E+06
47400,2.00E+06
47433,2.00E+06
47467,2.00E+06
47500,1.00E+06
47533,9.15E+05
47567,4.86E+05
47600,5.40E+04
47633,-4.04E+05
47667,-8.22E+05
47700,-1.00E+06
47733,-2.00E+06
47767,-2.00E+06
47800,-2.00E+06
47833,-2.00E+06
47867,-2.00E+06
47900,-2.00E+06
47933,-2.00E+06
47967,-2.00E+06
48000,-2.00E+06
48033,-2.00E+06
48067,-2.00E+06
48100,-1.00E+06
48133,-1.00E+06
48167,-8.70E+05
48200,-4.64E+05
48233,-4.30E+04
48267,2.45E+05
48300,5.90E+05
48333,9.02E+05
48367,1.00E+06
48400,2.00E+06
48433,2.00E+06
48467,2.00E+06
48500,2.00E+06
48533,2.00E+06
48567,2.00E+06
48600,2.00E+06
48633,2.00E+06
48667,2.00E+06
48700,1.00E+06
48733,1.00E+06
48767,9.87E+05
48800,8.00E+07
48833,-3.70E+04
48867,-5.33E+05
48900,-1.00E+06
48933,-1.00E+06
48967,-2.00E+06
49000,-2.00E+06
49033,-2.00E+06
49067,-2.00E+06
49100,-2.00E+06
49133,-2.00E+06
49167,-2.00E+06
49200,-2.00E+06
49233,-1.00E+06
49267,-1.00E+06
49300,-7.53E+05
49333,-4.23E+05
49367,-5.80E+04
49400,2.56E+05
49433,6.04E+05
49467,9.54E+05
49500,1.00E+06
49533,2.00E+06
49567,2.00E+06
49600,2.00E+06
49633,2.00E+06
49667,2.00E+06
49700,2.00E+06
49733,2.00E+06
49767,2.00E+06
49800,2.00E+06
49833,2.00E+06
49867,2.00E+06
49900,1.00E+06
49933,8.76E+05
49967,4.86E+05
50000,1.18E+05
50033,-2.89E+05
50067,-6.94E+05
50100,-1.00E+06
50133,-1.00E+06
50167,-2.00E+06
50200,-2.00E+06
50233,-2.00E+06
50267,-3.00E+06
50300,-3.00E+06
50333,-3.00E+06
50367,-3.00E+06
50400,-3.00E+06
50433,-2.00E+06
50467,-2.00E+06
50500,-2.00E+06
50533,-1.00E+06
50567,-1.00E+06
50600,-5.51E+05
50633,-1.31E+05
50667,3.52E+05
50700,8.58E+05
50733,1.00E+06
50767,2.00E+06
50800,2.00E+06
50833,2.00E+06
50867,3.00E+06
50900,3.00E+06
50933,3.00E+06
50967,3.00E+06
51000,3.00E+06
51033,3.00E+06
51067,3.00E+06
51100,2.00E+06
51133,2.00E+06
51167,2.00E+06
51200,1.00E+06
51233,7.27E+05
51267,1.42E+05
51300,-3.40E+05
51333,-8.43E+05
51367,-1.00E+06
51400,-2.00E+06
51433,-2.00E+06
51467,-3.00E+06
51500,-3.00E+06
51533,-3.00E+06
51567,-3.00E+06
51600,-4.00E+06
51633,-4.00E+06
51667,-3.00E+06
51700,-3.00E+06
51733,-3.00E+06
51767,-3.00E+06
51800,-2.00E+06
51833,-2.00E+06
51867,-1.00E+06
51900,-5.80E+05
51933,1.20E+04
51967,6.02E+05
52000,1.00E+06
52033,2.00E+06
52067,2.00E+06
52100,3.00E+06
52133,3.00E+06
52167,3.00E+06
52200,4.00E+06
52233,4.00E+06
52267,4.00E+06
52300,4.00E+06
52333,4.00E+06
52367,3.00E+06
52400,3.00E+06
52433,3.00E+06
52467,2.00E+06
52500,2.00E+06
52533,1.00E+06
52567,6.18E+05
52600,2.00E+03
52633,-5.76E+05
52667,-1.00E+06
52700,-2.00E+06
52733,-2.00E+06
52767,-3.00E+06
52800,-3.00E+06
52833,-3.00E+06
52867,-3.00E+06
52900,-4.00E+06
52933,-4.00E+06
52967,-4.00E+06
53000,-3.00E+06
53033,-3.00E+06
53067,-3.00E+06
53100,-3.00E+06
53133,-2.00E+06
53167,-2.00E+06
53200,-1.00E+06
53233,-6.74E+05
53267,-1.23E+05
53300,4.02E+05
53333,9.26E+05
53367,1.00E+06
53400,2.00E+06
53433,2.00E+06
53467,3.00E+06
53500,3.00E+06
53533,3.00E+06
53567,3.00E+06
53600,3.00E+06
53633,3.00E+06
53667,3.00E+06
53700,3.00E+06
53733,2.00E+06
53767,2.00E+06
53800,2.00E+06
53833,1.00E+06
53867,8.75E+05
53900,4.97E+05
53933,5.00E+04
53967,-3.98E+05
54000,-7.99E+05
54033,-1.00E+06
54067,-1.00E+06
54100,-2.00E+06
54133,-2.00E+06
54167,-2.00E+06
54200,-2.00E+06
54233,-2.00E+06
54267,-2.00E+06
54300,-2.00E+06
54333,-2.00E+06
54367,-2.00E+06
54400,-2.00E+06
54433,-1.00E+06
54467,-1.00E+06
54500,-8.95E+05
54533,-5.33E+05
54567,-2.27E+05
54600,4.80E+04
54633,3.74E+05
54667,6.77E+05
54700,9.57E+05
54733,1.00E+06
54767,1.00E+06
54800,2.00E+06
54833,2.00E+06
54867,2.00E+06
54900,2.00E+06
54933,2.00E+06
54967,2.00E+06
55000,2.00E+06
55033,1.00E+06
55067,1.00E+06
55100,1.00E+06
55133,8.77E+05
55167,6.55E+05
55200,4.34E+05
55233,1.70E+05
55267,-1.11E+05
55300,-3.06E+05
55333,-4.64E+05
55367,-7.00E+05
55400,-9.10E+05
55433,-9.81E+05
55467,-1.00E+06
55500,-1.00E+06
55533,-1.00E+06
55567,-1.00E+06
55600,-1.00E+06
55633,-1.00E+06
55667,-1.00E+06
55700,-1.00E+06
55733,-1.00E+06
55767,-8.80E+05
55800,-7.31E+05
55833,-5.90E+05
55867,-3.66E+05
55900,-2.51E+05
55933,-8.40E+04
55967,1.21E+05
56000,2.67E+05
56033,4.19E+05
56067,6.28E+05
56100,6.25E+05
56133,8.07E+05
56167,8.89E+05
56200,9.85E+05
56233,9.86E+05
56267,1.00E+06
56300,7.70E+07
56333,4.00E+06
56367,-1.39E+05
56400,-6.39E+05
56433,-6.52E+05
56467,-6.31E+05
56500,-5.88E+05
56533,-4.71E+05
56567,-3.90E+05
56600,-2.73E+05
56633,-1.82E+05
56667,-3.30E+04
56700,6.80E+04
56733,1.34E+05
56767,2.74E+05
56800,4.05E+05
56833,4.73E+05
56867,5.86E+05
56900,6.54E+05
56933,7.71E+05
56967,8.56E+05
57000,9.10E+05
57033,9.50E+05
57067,9.51E+05
57100,9.47E+05
57133,9.03E+05
57167,9.04E+05
57200,8.36E+05
57233,7.47E+05
57267,6.51E+05
57300,5.46E+05
57333,4.54E+05
57367,2.39E+05
57400,1.08E+05
57433,-6.30E+04
57467,-2.75E+05
57500,-4.18E+05
57533,-6.04E+05
57567,-7.57E+05
57600,-9.18E+05
57633,-1.00E+06
57667,-1.00E+06
57700,-1.00E+06
57733,-1.00E+06
57767,-1.00E+06
57800,-1.00E+06
57833,-1.00E+06
57867,-1.00E+06
57900,-1.00E+06
57933,-1.00E+06
57967,-8.85E+05
58000,-6.83E+05
58033,-4.82E+05
58067,-2.18E+05
58100,3.90E+04
58133,2.86E+05
58167,5.26E+05
58200,7.91E+05
58233,9.91E+05
58267,1.00E+06
58300,1.00E+06
58333,2.00E+06
58367,2.00E+06
58400,2.00E+06
58433,2.00E+06
58467,2.00E+06
58500,2.00E+06
58533,2.00E+06
58567,2.00E+06
58600,1.00E+06
58633,1.00E+06
58667,8.93E+05
58700,5.83E+05
58733,2.80E+05
58767,-7.60E+04
58800,-4.47E+05
58833,-7.66E+05
58867,-1.00E+06
58900,-1.00E+06
58933,-2.00E+06
58967,-2.00E+06
59000,-2.00E+06
59033,-2.00E+06
59067,-3.00E+06
59100,-3.00E+06
59133,-3.00E+06
59167,-2.00E+06
59200,-2.00E+06
59233,-2.00E+06
59267,-2.00E+06
59300,-2.00E+06
59333,-1.00E+06
59367,-7.41E+05
59400,-3.21E+05
59433,1.23E+05
59467,5.57E+05
59500,9.77E+05
59533,1.00E+06
59567,2.00E+06
59600,2.00E+06
59633,2.00E+06
59667,3.00E+06
59700,3.00E+06
59733,3.00E+06
59767,3.00E+06
59800,3.00E+06
59833,3.00E+06
59867,3.00E+06
59900,3.00E+06
59933,2.00E+06
59967,2.00E+06
60000,1.00E+06
60033,9.36E+05
60067,4.91E+05
60100,1.50E+04
60133,-4.72E+05
60167,-9.69E+05
60200,-1.00E+06
60233,-2.00E+06
60267,-2.00E+06
60300,-2.00E+06
60333,-3.00E+06
60367,-3.00E+06
60400,-3.00E+06
60433,-3.00E+06
60467,-3.00E+06
60500,-3.00E+06
60533,-3.00E+06
60567,-3.00E+06
60600,-2.00E+06
60633,-2.00E+06
60667,-1.00E+06
60700,-1.00E+06
60733,-6.04E+05
60767,-5.00E+04
60800,3.90E+05
60833,9.15E+05
60867,1.00E+06
60900,2.00E+06
60933,2.00E+06
60967,2.00E+06
61000,3.00E+06
61033,3.00E+06
61067,3.00E+06
61100,3.00E+06
61133,3.00E+06
61167,3.00E+06
61200,2.00E+06
61233,2.00E+06
61267,2.00E+06
61300,2.00E+06
61333,1.00E+06
61367,7.55E+05
61400,3.61E+05
61433,-8.00E+04
61467,-5.06E+05
61500,-9.14E+05
61533,-1.00E+06
61567,-2.00E+06
61600,-2.00E+06
61633,-2.00E+06
61667,-2.00E+06
61700,-2.00E+06
61733,-2.00E+06
61767,-2.00E+06
61800,-2.00E+06
61833,-2.00E+06
61867,-2.00E+06
61900,-2.00E+06
61933,-1.00E+06
61967,-1.00E+06
62000,-6.95E+05
62033,-3.40E+05
62067,4.00E+03
62100,3.48E+05
62133,6.86E+05
62167,1.00E+06
62200,1.00E+06
62233,2.00E+06
62267,2.00E+06
62300,2.00E+06
62333,2.00E+06
62367,2.00E+06
62400,2.00E+06
62433,2.00E+06
62467,2.00E+06
62500,2.00E+06
62533,1.00E+06
62567,1.00E+06
62600,8.93E+05
62633,6.06E+05
62667,3.07E+05
62700,-4.50E+04
62733,-2.72E+05
62767,-5.90E+05
62800,-8.76E+05
62833,-1.00E+06
62867,-1.00E+06
62900,-1.00E+06
62933,-2.00E+06
62967,-2.00E+06
63000,-2.00E+06
63033,-2.00E+06
63067,-2.00E+06
63100,-1.00E+06
63133,-1.00E+06
63167,-1.00E+06
63200,-9.58E+05
63233,-7.31E+05
63267,-4.94E+05
63300,-2.52E+05
63333,1.10E+04
63367,2.00E+05
63400,4.53E+05
63433,6.66E+05
63467,8.38E+05
63500,9.95E+05
63533,1.00E+06
63567,1.00E+06
63600,1.00E+06
63633,1.00E+06
63667,1.00E+06
63700,1.00E+06
63733,1.00E+06
63767,1.00E+06
63800,3.00E+06
63833,7.80E+07
63867,-6.40E+04
63900,-7.38E+05
63933,-9.63E+05
63967,-1.00E+06
64000,-1.00E+06
64033,-1.00E+06
64067,-1.00E+06
64100,-1.00E+06
64133,-9.53E+05
64167,-8.59E+05
64200,-7.05E+05
64233,-5.67E+05
64267,-3.80E+05
64300,-1.62E+05
64333,8.90E+04
64367,2.62E+05
64400,4.77E+05
64433,7.12E+05
64467,9.07E+05
64500,1.00E+06
64533,1.00E+06
64567,1.00E+06
64600,1.00E+06
64633,1.00E+06
64667,1.00E+06
64700,1.00E+06
64733,1.00E+06
64767,1.00E+06
64800,1.00E+06
64833,9.15E+05
64867,6.79E+05
64900,4.07E+05
64933,1.81E+05
64967,-8.80E+04
65000,-3.89E+05
65033,-6.79E+05
65067,-8.89E+05
65100,-1.00E+06
65133,-1.00E+06
65167,-2.00E+06
65200,-2.00E+06
65233,-2.00E+06
65267,-2.00E+06
65300,-2.00E+06
65333,-2.00E+06
65367,-2.00E+06
65400,-1.00E+06
65433,-1.00E+06
65467,-1.00E+06
65500,-8.14E+05
65533,-5.17E+05
65567,-1.90E+05
65600,1.03E+05
65633,4.69E+05
65667,8.01E+05
65700,1.00E+06
65733,1.00E+06
65767,2.00E+06
65800,2.00E+06
65833,2.00E+06
65867,2.00E+06
65900,2.00E+06
65933,2.00E+06
65967,2.00E+06
66000,2.00E+06
66033,2.00E+06
66067,2.00E+06
66100,1.00E+06
66133,9.83E+05
66167,6.70E+05
66200,2.79E+05
66233,-1.35E+05
66267,-4.61E+05
66300,-8.96E+05
66333,-1.00E+06
66367,-2.00E+06
66400,-2.00E+06
66433,-2.00E+06
66467,-2.00E+06
66500,-3.00E+06
66533,-3.00E+06
66567,-3.00E+06
66600,-3.00E+06
66633,-2.00E+06
66667,-2.00E+06
66700,-2.00E+06
66733,-2.00E+06
66767,-1.00E+06
66800,-1.00E+06
66833,-6.49E+05
66867,-2.13E+05
66900,2.68E+05
66933,6.90E+05
66967,1.00E+06
67000,2.00E+06
67033,2.00E+06
67067,2.00E+06
67100,3.00E+06
67133,3.00E+06
67167,3.00E+06
67200,3.00E+06
67233,3.00E+06
67267,3.00E+06
67300,3.00E+06
67333,2.00E+06
67367,2.00E+06
67400,2.00E+06
67433,1.00E+06
67467,1.00E+06
67500,6.42E+05
67533,1.94E+05
67567,-2.21E+05
67600,-7.03E+05
67633,-1.00E+06
67667,-1.00E+06
67700,-2.00E+06
67733,-2.00E+06
67767,-2.00E+06
67800,-3.00E+06
67833,-3.00E+06
67867,-3.00E+06
67900,-3.00E+06
67933,-3.00E+06
67967,-2.00E+06
68000,-2.00E+06
68033,-2.00E+06
68067,-2.00E+06
68100,-1.00E+06
68133,-9.83E+05
68167,-6.42E+05
68200,-2.43E+05
68233,1.39E+05
68267,5.48E+05
68300,8.84E+05
68333,1.00E+06
68367,2.00E+06
68400,2.00E+06
68433,2.00E+06
68467,2.00E+06
68500,2.00E+06
68533,2.00E+06
68567,2.00E+06
68600,2.00E+06
68633,2.00E+06
68667,2.00E+06
68700,2.00E+06
68733,1.00E+06
68767,1.00E+06
68800,7.51E+05
68833,4.34E+05
68867,1.18E+05
68900,-1.60E+05
68933,-4.93E+05
68967,-8.09E+05
69000,-9.89E+05
69033,-1.00E+06
69067,-1.00E+06
69100,-2.00E+06
69133,-2.00E+06
69167,-2.00E+06
69200,-2.00E+06
69233,-2.00E+06
69267,-2.00E+06
69300,-1.00E+06
69333,-1.00E+06
69367,-1.00E+06
69400,-9.04E+05
69433,-6.73E+05
69467,-4.16E+05
69500,-1.82E+05
69533,2.70E+04
69567,2.44E+05
69600,4.78E+05
69633,6.28E+05
69667,7.86E+05
69700,9.54E+05
69733,1.00E+06
69767,1.00E+06
69800,1.00E+06
69833,1.00E+06
69867,1.00E+06
69900,1.00E+06
69933,1.00E+06
69967,9.27E+05
70000,8.42E+05
70033,6.99E+05
70067,5.53E+05
70100,3.72E+05
70133,2.55E+05
70167,8.10E+04
70200,-2.20E+04
70233,-2.12E+05
70267,-3.29E+05
70300,-4.62E+05
70333,-6.22E+05
70367,-6.42E+05
70400,-6.72E+05
70433,-7.76E+05
70467,-7.85E+05
70500,-7.52E+05
70533,-8.32E+05
70567,-7.57E+05
70600,-7.50E+05
70633,-6.41E+05
70667,-5.57E+05
70700,-5.06E+05
70733,-4.21E+05
70767,-3.39E+05
70800,-2.38E+05
70833,-1.47E+05
70867,-3.60E+04
70900,4.20E+04
70933,1.49E+05
70967,1.97E+05
71000,2.68E+05
71033,3.19E+05
71067,3.95E+05
71100,3.90E+05
71133,4.17E+05
71167,4.60E+05
71200,4.82E+05
71233,5.20E+05
71267,5.12E+05
71300,4.42E+05
71333,8.00E+07
71367,-2.10E+04
71400,-1.51E+05
71433,-2.95E+05
71467,-3.46E+05
71500,-2.71E+05
71533,-2.46E+05
71567,-1.98E+05
71600,-2.08E+05
71633,-2.27E+05
71667,-1.59E+05
71700,-1.12E+05
71733,-1.07E+05
71767,-7.70E+04
71800,-5.00E+03
71833,5.20E+04
71867,8.30E+04
71900,1.41E+05
71933,2.46E+05
71967,2.78E+05
72000,3.54E+05
72033,4.25E+05
72067,4.75E+05
72100,4.61E+05
72133,5.41E+05
72167,5.71E+05
72200,5.50E+05
72233,5.97E+05
72267,5.81E+05
72300,5.55E+05
72333,5.27E+05
72367,4.58E+05
72400,3.79E+05
72433,3.39E+05
72467,2.70E+05
72500,8.50E+04
72533,6.10E+04
72567,-1.03E+05
72600,-2.57E+05
72633,-3.56E+05
72667,-4.90E+05
72700,-6.25E+05
72733,-7.43E+05
72767,-8.15E+05
72800,-9.23E+05
72833,-9.38E+05
72867,-1.00E+06
72900,-9.89E+05
72933,-1.00E+06
72967,-9.53E+05
73000,-8.96E+05
73033,-7.87E+05
73067,-6.55E+05
73100,-5.64E+05
73133,-3.84E+05
73167,-1.96E+05
73200,-3.70E+04
73233,1.20E+05
73267,3.95E+05
73300,6.12E+05
73333,7.76E+05
73367,9.82E+05
73400,1.00E+06
73433,1.00E+06
73467,1.00E+06
73500,1.00E+06
73533,1.00E+06
73567,1.00E+06
73600,1.00E+06
73633,1.00E+06
73667,1.00E+06
73700,1.00E+06
73733,8.71E+05
73767,6.54E+05
73800,4.23E+05
73833,1.48E+05
73867,-1.20E+05
73900,-4.12E+05
73933,-7.03E+05
73967,-9.76E+05
74000,-1.00E+06
74033,-1.00E+06
74067,-2.00E+06
74100,-2.00E+06
74133,-2.00E+06
74167,-2.00E+06
74200,-2.00E+06
74233,-2.00E+06
74267,-2.00E+06
74300,-2.00E+06
74333,-2.00E+06
74367,-1.00E+06
74400,-1.00E+06
74433,-8.04E+05
74467,-4.51E+05
74500,-1.20E+05
74533,2.41E+05
74567,5.63E+05
74600,9.30E+05
74633,1.00E+06
74667,1.00E+06
74700,2.00E+06
74733,2.00E+06
74767,2.00E+06
74800,2.00E+06
74833,2.00E+06
74867,2.00E+06
74900,2.00E+06
74933,2.00E+06
74967,2.00E+06
75000,2.00E+06
75033,2.00E+06
75067,1.00E+06
75100,9.19E+05
75133,5.77E+05
75167,1.85E+05
75200,-1.69E+05
75233,-5.98E+05
75267,-9.94E+05
75300,-1.00E+06
75333,-2.00E+06
75367,-2.00E+06
75400,-2.00E+06
75433,-2.00E+06
75467,-2.00E+06
75500,-2.00E+06
75533,-2.00E+06
75567,-2.00E+06
75600,-2.00E+06
75633,-2.00E+06
75667,-2.00E+06
75700,-2.00E+06
75733,-1.00E+06
75767,-9.13E+05
75800,-5.92E+05
75833,-1.95E+05
75867,1.58E+05
75900,5.34E+05
75933,8.38E+05
75967,1.00E+06
76000,1.00E+06
76033,2.00E+06
76067,2.00E+06
76100,2.00E+06
76133,2.00E+06
76167,2.00E+06
76200,2.00E+06
76233,2.00E+06
76267,2.00E+06
76300,2.00E+06
76333,2.00E+06
76367,1.00E+06
76400,1.00E+06
76433,7.01E+05
76467,3.89E+05
76500,9.50E+04
76533,-1.93E+05
76567,-5.27E+05
76600,-8.49E+05
76633,-1.00E+06
76667,-1.00E+06
76700,-1.00E+06
76733,-2.00E+06
76767,-2.00E+06
76800,-2.00E+06
76833,-2.00E+06
76867,-2.00E+06
76900,-2.00E+06
76933,-1.00E+06
76967,-1.00E+06
77000,-1.00E+06
77033,-9.11E+05
77067,-6.66E+05
77100,-4.19E+05
77133,-1.49E+05
77167,1.24E+05
77200,3.57E+05
77233,5.80E+05
77267,8.07E+05
77300,1.00E+06
77333,1.00E+06
77367,1.00E+06
77400,1.00E+06
77433,1.00E+06
77467,1.00E+06
77500,1.00E+06
77533,1.00E+06
77567,1.00E+06
77600,1.00E+06
77633,9.41E+05
77667,7.73E+05
77700,5.84E+05
77733,3.25E+05
77767,1.72E+05
77800,-5.20E+04
77833,-2.44E+05
77867,-4.07E+05
77900,-5.89E+05
77933,-7.64E+05
77967,-9.17E+05
78000,-9.37E+05
78033,-1.00E+06
78067,-1.00E+06
78100,-1.00E+06
78133,-1.00E+06
78167,-1.00E+06
78200,-9.97E+05
78233,-8.31E+05
78267,-7.56E+05
78300,-6.05E+05
78333,-4.45E+05
78367,-3.02E+05
78400,-1.80E+05
78433,2.00E+04
78467,9.00E+04
78500,2.48E+05
78533,4.40E+05
78567,4.96E+05
78600,5.98E+05
